alcoholic,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
teamwork,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
cranky,-9.884049858643653,-9.100190628475195,-10.09286747369753,-8.959739974428933
meticulously,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
orderly,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
magical,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
resturants,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
oozing,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
shopped,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
majestic,-9.884049858643653,-8.694725520367031,-10.09286747369753,-10.058352263097044
layouts,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
equipted,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
swiss,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
flare,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
unfamiliar,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
hoped,-9.884049858643653,-9.100190628475195,-10.09286747369753,-8.672057901977153
guiding,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
newbie,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
coffeepot,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
pace,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
software,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
chances,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
complement,-9.884049858643653,-8.694725520367031,-10.09286747369753,-10.058352263097044
seemingly,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
peaceful,-9.884049858643653,-9.100190628475195,-10.09286747369753,-8.959739974428933
session,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
swam,-9.884049858643653,-8.694725520367031,-10.09286747369753,-10.058352263097044
enlivening,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
retiring,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
remark,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
grabbed,-9.884049858643653,-9.100190628475195,-10.09286747369753,-8.959739974428933
rendered,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
fillet,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
beauty,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
relieved,-9.884049858643653,-8.18389989660104,-10.09286747369753,-10.058352263097044
stove,-9.884049858643653,-8.694725520367031,-10.09286747369753,-9.365205082537098
calories,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
consumed,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
priceless,-9.884049858643653,-8.694725520367031,-10.09286747369753,-10.058352263097044
crib,-9.884049858643653,-8.694725520367031,-10.09286747369753,-9.365205082537098
infant,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
rickety,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
refered,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
rememberable,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
craig,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
disposal,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
fingertips,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
delious,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
multitude,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
youve,-9.884049858643653,-8.694725520367031,-10.09286747369753,-10.058352263097044
affordability,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
glamourous,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
diverse,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
culturally,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
ensures,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
utmost,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
observed,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
millions,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
satisfication,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
recognized,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
buying,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
televisions,-9.884049858643653,-8.40704344791525,-10.09286747369753,-9.365205082537098
extravagant,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
launching,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
sanctuary,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
discriminating,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
refined,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
strategy,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
colleague,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
impress,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
perspective,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
refinement,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
referred,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
bricked,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
sky,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
scraper,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
felling,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
ranged,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
governors,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
accepted,-9.884049858643653,-9.100190628475195,-10.09286747369753,-8.448914350662942
humble,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
dip,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
toured,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
niece,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
chagall,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
reeked,-9.884049858643653,-9.100190628475195,-10.09286747369753,-8.672057901977153
pure,-9.884049858643653,-8.40704344791525,-10.09286747369753,-8.959739974428933
conducted,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
saver,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
favorable,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
asleep,-9.884049858643653,-8.40704344791525,-10.09286747369753,-9.365205082537098
valuables,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
tops,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
commend,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
hasn,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
redesigned,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
showplaces,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
dined,-9.884049858643653,-8.40704344791525,-10.09286747369753,-9.365205082537098
ensure,-9.884049858643653,-9.100190628475195,-10.09286747369753,-8.959739974428933
harmony,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
candace,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
wonders,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
muscles,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
sought,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
brightly,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
garishness,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
scope,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
asthma,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
associate,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
rosa,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
allergy,-9.884049858643653,-7.847427659979827,-10.09286747369753,-10.058352263097044
perfumes,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
harsh,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
chemicals,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
dreaded,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
ethan,-9.884049858643653,-8.694725520367031,-10.09286747369753,-10.058352263097044
breathed,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
purification,-9.884049858643653,-8.694725520367031,-10.09286747369753,-10.058352263097044
nachos,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
patient,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
humbling,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
grace,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
born,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
bagpacks,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
utterly,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
conveniences,-9.884049858643653,-8.694725520367031,-10.09286747369753,-10.058352263097044
myspa,-9.884049858643653,-8.694725520367031,-10.09286747369753,-10.058352263097044
hits,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
rainfall,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
sweat,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
awaits,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
packege,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
proficient,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
respectful,-9.884049858643653,-8.694725520367031,-10.09286747369753,-10.058352263097044
thoughtful,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
honeysuckle,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
sipped,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
graduation,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
driver,-9.884049858643653,-9.100190628475195,-10.09286747369753,-8.672057901977153
reams,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
adorned,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
connections,-9.884049858643653,-8.694725520367031,-10.09286747369753,-10.058352263097044
connectivity,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
permits,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
gentle,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
anaerobic,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
concierges,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
worry,-9.884049858643653,-8.694725520367031,-10.09286747369753,-9.365205082537098
lucious,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
dreamy,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
favortie,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
lounging,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
attacks,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
optimistic,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
hypoallergenic,-9.884049858643653,-9.100190628475195,-10.09286747369753,-8.959739974428933
disappoint,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
respect,-9.884049858643653,-8.694725520367031,-10.09286747369753,-8.672057901977153
cultured,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
unparalleled,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
tranquil,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
bliss,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
selections,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
vast,-9.884049858643653,-8.694725520367031,-10.09286747369753,-10.058352263097044
portrayed,-9.884049858643653,-9.100190628475195,-10.09286747369753,-8.959739974428933
upto,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
bummed,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
tones,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
soothe,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
softness,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
whisked,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
remarkable,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
justice,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
routes,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
securing,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
viewed,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
seston,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
professionals,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
brides,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
luxuary,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
coworker,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
desire,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
pamper,-9.884049858643653,-8.694725520367031,-10.09286747369753,-10.058352263097044
splurge,-9.884049858643653,-9.100190628475195,-10.09286747369753,-8.959739974428933
souvenirs,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
houston,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
sleepy,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
sushi,-9.884049858643653,-8.694725520367031,-10.09286747369753,-8.959739974428933
favorites,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
downfall,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
prompted,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
bump,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
entirely,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
wink,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
layover,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
mojito,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
mojitos,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
retired,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
burned,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
laying,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
sundeck,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
pressed,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
yum,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
plants,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
oppertunity,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
cramp,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
sundecks,-9.884049858643653,-8.40704344791525,-10.09286747369753,-10.058352263097044
tan,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
rough,-9.884049858643653,-9.100190628475195,-10.09286747369753,-8.672057901977153
los,-9.884049858643653,-8.694725520367031,-10.09286747369753,-10.058352263097044
angeles,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
graduated,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
afforded,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
culture,-9.884049858643653,-9.100190628475195,-10.09286747369753,-8.959739974428933
halibut,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
breathtakingly,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
divine,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
reclining,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
appointment,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
worthy,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
sunbathing,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
achieve,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
perfecty,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
understatement,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
perfected,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
ultimate,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
overdrive,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
elegantly,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
percent,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
cotton,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
extensive,-9.884049858643653,-8.694725520367031,-10.09286747369753,-9.365205082537098
accomodate,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
catering,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
limo,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
multilingual,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
aesthetics,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
conceivable,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
enviable,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
resorts,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
gates,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
energized,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
pedicure,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
watering,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
pride,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
comfortal,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
downfalls,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
hypo,-9.884049858643653,-8.40704344791525,-10.09286747369753,-8.959739974428933
confad,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
employe,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
dashed,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
beauti,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
polished,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
heater,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
ting,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
velveteen,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
nob,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
confrotable,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
grapes,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
uncontentious,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
drowning,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
olympic,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
swimmers,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
florist,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
tripped,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
socialize,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
accommodated,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
happier,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
crim,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
secure,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
unlimited,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
priviledges,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
penalty,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
castle,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
wishing,-9.884049858643653,-9.100190628475195,-10.09286747369753,-9.365205082537098
settling,-9.884049858643653,-9.100190628475195,-10.09286747369753,-8.672057901977153
resting,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
setup,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
pda,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
kiosk,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
assisting,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
mesmerizing,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
decks,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
descriptions,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
monarch,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
blend,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
tension,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
stetson,-9.884049858643653,-8.694725520367031,-10.09286747369753,-10.058352263097044
portioned,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
generously,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
curtious,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
scenery,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
amy,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
angelas,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
tie,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
porter,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
oil,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
antique,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
twist,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
pools,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
midst,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
doorstep,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
masseuse,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
bone,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
ribeye,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
carrot,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
erie,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
silver,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
guidance,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
celebrate,-9.884049858643653,-9.100190628475195,-10.09286747369753,-8.11244211404173
celebration,-9.884049858643653,-9.100190628475195,-10.09286747369753,-10.058352263097044
claims,-9.884049858643653,-9.79333780903514,-10.09286747369753,-8.11244211404173
experiencing,-9.884049858643653,-9.79333780903514,-10.09286747369753,-8.959739974428933
confidence,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
collect,-9.884049858643653,-9.79333780903514,-10.09286747369753,-8.959739974428933
fend,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
veneer,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
hide,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
degenerate,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
vacuumed,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
enemies,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
retrospect,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
phrase,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
apply,-9.884049858643653,-9.79333780903514,-10.09286747369753,-8.959739974428933
timetable,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
spanish,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
presence,-9.884049858643653,-9.79333780903514,-10.09286747369753,-8.959739974428933
compromise,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
mumbai,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
discomfort,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
dissatisfaction,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
accept,-9.884049858643653,-9.79333780903514,-10.09286747369753,-8.672057901977153
adopted,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
mutt,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
energetic,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
photogenic,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
scar,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
terrier,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
mocked,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
associations,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
dogs,-9.884049858643653,-9.79333780903514,-10.09286747369753,-8.672057901977153
boarded,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
unsatisfactory,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
indulgent,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
cigarette,-9.884049858643653,-9.79333780903514,-10.09286747369753,-7.573445613309043
surly,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
originally,-9.884049858643653,-9.79333780903514,-10.09286747369753,-7.573445613309043
fresher,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
smelling,-9.884049858643653,-9.79333780903514,-10.09286747369753,-8.672057901977153
hooked,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
dismayed,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
ressies,-9.884049858643653,-9.79333780903514,-10.09286747369753,-9.365205082537098
